time,tavg,tmin,tmax,prcp
02-15-2016,23.1,17.3,31.2,
02-16-2016,24,18.7,29.8,
02-17-2016,23.5,18.4,31.1,
02-18-2016,23.4,19.3,30.5,
02-19-2016,24.8,18,30.9,
02-20-2016,26.2,19.6,32.2,
02-21-2016,26.9,20.2,33.2,
02-22-2016,27.9,21.1,34.6,
02-23-2016,25.9,18.9,35.5,
02-24-2016,26,20.5,34.2,
02-25-2016,26.5,22.3,33.4,
02-26-2016,24.9,20.5,33.5,
02-27-2016,25,18.7,31.3,
02-28-2016,24.4,19.9,31.8,
02-29-2016,24.3,19.7,31.2,
03-01-2016,24.7,18.9,30.7,
03-02-2016,24.6,19.7,31.5,
03-03-2016,25.4,19.6,31.6,
03-04-2016,25.6,18.4,32.8,
03-05-2016,25.6,18.8,34,
03-06-2016,25.6,18.7,33.4,
03-07-2016,25.4,18.7,33.4,
03-08-2016,25.7,18.8,33.2,
03-09-2016,26.4,19.5,34.3,
03-10-2016,26.7,20.6,34.9,
03-11-2016,27.3,21.1,34.3,
03-12-2016,28.2,22.5,35.2,
03-13-2016,27.9,22.7,35.4,
03-14-2016,28.4,24.4,34.3,
03-15-2016,26.3,25.9,34.4,0
03-16-2016,27.3,21.6,33.6,12.7
03-17-2016,27.8,22.9,34.2,6.6
03-18-2016,28.6,23.9,34,0
03-19-2016,29.1,23.3,35.2,
03-20-2016,28.8,23.5,35.4,
03-21-2016,29.3,24.7,36,
03-22-2016,29.6,24.2,35.7,
03-23-2016,29.2,,,
03-24-2016,29.1,24.4,35.8,
03-25-2016,27.9,22.8,35.8,
03-26-2016,27.7,21.2,35,
03-27-2016,27.8,20.7,35.1,
03-28-2016,27.7,21.2,36,
03-29-2016,28.3,21.2,35.4,
03-30-2016,28.1,22.6,34.4,
03-31-2016,28,23,35,
04-01-2016,28.4,23.2,34.8,
04-02-2016,28.5,23.5,35.3,
04-03-2016,28.7,23.8,35.5,
04-04-2016,29.2,23.8,36,
04-05-2016,28.8,23.3,36.5,
04-06-2016,29.2,23.2,36.7,
04-07-2016,29.1,24.3,35.4,
04-08-2016,28.8,23.1,36.3,5.1
04-09-2016,28.7,24.5,35.3,0
04-10-2016,28.8,23.8,34.2,
04-11-2016,29.4,24,35.1,
04-12-2016,30.2,24.4,36.4,
04-13-2016,30.5,25.1,37.2,
04-14-2016,31.3,25.4,37,
04-15-2016,30.7,25.8,37.4,
04-16-2016,30.4,25.2,37.4,
04-17-2016,30.4,24.3,35.8,
04-18-2016,29.6,24.8,37.8,
04-19-2016,29.9,24.6,36.6,
04-20-2016,30.5,24.8,36.8,
04-21-2016,30.4,24.3,37,
04-22-2016,29.7,24.4,37.4,
04-23-2016,30.6,25.4,37.4,0
04-24-2016,31.5,23.6,38,
04-25-2016,27.5,24.4,39.2,
04-26-2016,29.1,22.8,37.1,0.3
04-27-2016,29.7,23.4,36,0
04-28-2016,29.6,24.5,36.2,
04-29-2016,29.8,24.5,36.7,
04-30-2016,30.3,24.4,37,
05-01-2016,30.6,24.4,36.6,
05-02-2016,29.3,24.7,37.3,
05-03-2016,29.9,24.5,36.6,0
05-04-2016,29.6,25.5,36.2,
05-05-2016,27,21.9,35.6,
05-06-2016,25.1,21.6,35.5,1.5
05-07-2016,27.2,21,34.6,31
05-08-2016,25.7,22.9,33.7,0
05-09-2016,27.4,21,34,4.8
05-10-2016,27.6,23.4,34,0
05-11-2016,27.8,22.7,34,0
05-12-2016,26.8,22.9,33.4,
05-13-2016,28.4,22.3,34.6,
05-14-2016,28.9,23.5,34.6,0
05-15-2016,28.8,24.6,35.1,0
05-16-2016,27,23.8,34.5,0
05-17-2016,26.2,23.9,30.6,
05-18-2016,23.7,,28.3,0
05-19-2016,24.6,19.3,30,30.2
05-20-2016,25.3,19.6,30,34.3
05-21-2016,26.1,21.2,33,0
05-22-2016,27.6,21.9,33,
05-23-2016,27.9,22.2,33.3,
05-24-2016,28.1,22.7,34.1,
05-25-2016,27.6,22.8,34,0
05-26-2016,27.9,22.2,33.2,
05-27-2016,26.5,24.9,33.8,
05-28-2016,25.7,22.9,32.6,6.6
05-29-2016,23.9,19.9,33.2,14.5
05-30-2016,25.7,21.7,31.6,0
05-31-2016,25.3,22.2,31.2,0.8
06-01-2016,25.4,21.6,32.8,1.8
06-02-2016,24.5,21,33.3,0
06-03-2016,25.5,22.9,31.4,
06-04-2016,24.7,20.6,31.7,4.6
06-05-2016,24.1,21.7,30.4,0
06-06-2016,25.4,21.7,30.8,7.1
06-07-2016,25.7,21.6,31.4,47.8
06-08-2016,24.5,22,30.9,0
06-09-2016,24.6,21.4,30.4,5.1
06-10-2016,23.8,21.7,30.2,0
06-11-2016,24.3,21,29.7,0.8
06-12-2016,24.1,20.8,29.6,0.5
06-13-2016,22.5,20.3,29.6,1
06-14-2016,23.5,20.1,29.2,15.7
06-15-2016,23.7,20.8,29.2,1
06-16-2016,23.7,20.2,29.9,14
06-17-2016,24.3,20.9,29.4,11.7
06-18-2016,24.4,21,28.8,0
06-19-2016,23.7,20.8,28.2,1.3
06-20-2016,23.3,20,29.9,1.3
06-21-2016,22.7,20.4,28.5,3.3
06-22-2016,22.5,20,27.8,0.3
06-23-2016,21.6,19.8,27.6,24.9
06-24-2016,22,19.4,27.8,2.3
06-25-2016,21.2,19.3,27.5,8.9
06-26-2016,23.3,19.7,28.8,3
06-27-2016,22.5,20.8,28.2,0
06-28-2016,22.6,20.6,27.2,8.6
06-29-2016,21.3,20.3,26.3,4.6
06-30-2016,22.6,20.3,24.8,4.3
07-01-2016,23.3,20.2,29,0
07-02-2016,23.8,19.9,28.2,0.8
07-03-2016,23.6,20.2,28.8,0
07-04-2016,23.3,20.6,27.6,
07-05-2016,23.3,20.8,28,0.3
07-06-2016,22.9,20.8,27.2,0
07-07-2016,23.6,20.3,27.6,7.1
07-08-2016,22.7,20.6,27.4,0
07-09-2016,22.1,20.2,26.4,0
07-10-2016,22.8,20.1,27.8,1.5
07-11-2016,23.1,20.4,27.2,0
07-12-2016,23,20.5,27.6,0
07-13-2016,23.8,20.1,28.1,0
07-14-2016,25,19.6,30.2,
07-15-2016,24.8,,30.7,0
07-16-2016,24.6,20.6,29.8,2.5
07-17-2016,23.6,20.5,30.1,11.2
07-18-2016,23.7,21,28.1,0.3
07-19-2016,22.9,20,28.3,0
07-20-2016,22.5,20.1,28.4,3.3
07-21-2016,21.9,19.6,27.7,23.1
07-22-2016,21.8,19.5,27.2,7.9
07-23-2016,22.2,19.6,27,0.5
07-24-2016,23.4,20.4,27.5,0.5
07-25-2016,23.9,20.4,30,0
07-26-2016,23.3,20.1,30.3,32.5
07-27-2016,24.1,20.7,29.1,24.9
07-28-2016,22.9,19.4,29.4,38.1
07-29-2016,21.1,19.8,27.6,41.9
07-30-2016,21.2,20.1,25.8,1.5
07-31-2016,22.4,19.4,26.8,10.4
08-01-2016,22.2,19.8,27,0
08-02-2016,22.8,19.3,28.5,0
08-03-2016,22.1,19.1,27.6,
08-04-2016,22.4,19.4,25.6,0
08-05-2016,23.1,19.7,28.8,
08-06-2016,23.2,19.6,28.1,0
08-07-2016,23.3,20,28.3,
08-08-2016,23.5,20,28.2,0
08-09-2016,23.8,20.5,27.8,0
08-10-2016,23.9,20.2,29.3,0
08-11-2016,24.1,19.7,29.5,
08-12-2016,23.4,20.8,29.4,
08-13-2016,24,20.6,29,0.8
08-14-2016,22.9,20,28.2,0
08-15-2016,23.5,19.5,28.8,4.3
08-16-2016,22.8,20.2,29.2,1.5
08-17-2016,22.9,19.9,27.9,7.6
08-18-2016,23.8,20.1,28.2,0.3
08-19-2016,23.9,20.3,29,0.3
08-20-2016,24.5,20.4,30.2,0
08-21-2016,24.3,20.4,30.1,1.8
08-22-2016,24.3,21.3,30.6,4.3
08-23-2016,24.3,20.9,30,6.6
08-24-2016,24.6,20.8,30.6,0.8
08-25-2016,23.1,21,29.3,0
08-26-2016,23.8,19.9,28.6,15.2
08-27-2016,23.2,21.2,28.7,0.3
08-28-2016,23.2,20.8,28.1,0
08-29-2016,23.4,20.9,27.4,0
08-30-2016,23.3,21,27.3,0.5
08-31-2016,22.4,20.3,27.2,33.5
09-01-2016,23.2,20,26.2,2.8
09-02-2016,22.6,20.2,26.6,0
09-03-2016,23.7,20.4,28,0
09-04-2016,22.4,20.2,28,
09-05-2016,22.6,19.3,26.8,3.3
09-06-2016,22,18.8,26.9,0
09-07-2016,23.1,18.8,28.2,0
09-08-2016,23.9,19.3,28.6,
09-09-2016,24.3,20.4,29.4,
09-10-2016,24.4,20,28.8,1.5
09-11-2016,23.2,20,29.7,10.4
09-12-2016,22.8,20.5,27.6,1
09-13-2016,23.5,20.5,27.5,0
09-14-2016,23.8,20.4,27.8,
09-15-2016,22.9,20.5,28.6,0.8
09-16-2016,23.1,20.3,28.5,12.7
09-17-2016,23.2,20.2,27.7,0
09-18-2016,23.8,18.8,29.3,
09-19-2016,24.4,19.8,29.9,
09-20-2016,23.2,19.7,30.6,
09-21-2016,22.7,20.4,27.4,0.3
09-22-2016,23.3,19.7,28.3,0.5
09-23-2016,22.2,19.8,28.5,0
09-24-2016,21.7,19.6,25.2,4.1
09-25-2016,22.6,19.8,25.8,0.3
09-26-2016,24.2,20.5,28.9,0
09-27-2016,24.3,20.9,28.6,
09-28-2016,24.2,21.6,29.3,3.8
09-29-2016,24.4,21.4,29.4,0
09-30-2016,24.5,20.5,29.4,0.8
10-01-2016,23.2,19.6,29.7,0
10-02-2016,23.5,18.8,29.2,
10-03-2016,25.3,20.3,30.8,
10-04-2016,25.2,20.5,32,
10-05-2016,25.1,18,30.7,
10-06-2016,25.6,20.4,30.8,
10-07-2016,24.6,19.7,31.6,
10-08-2016,24.6,19.8,30.6,
10-09-2016,23.9,19.6,31.3,
10-10-2016,24,19.5,30.4,1.3
10-11-2016,24.1,20,30.8,0
10-12-2016,24.2,20.3,31.8,7.9
10-13-2016,23.6,20.1,29.3,2.5
10-14-2016,24.8,21,29.4,0
10-15-2016,23.9,19.4,30.6,
10-16-2016,24.5,18.6,30.1,
10-17-2016,24.4,18.4,31.2,
10-18-2016,24.5,18.6,31,
10-19-2016,24.9,18.7,31.2,
10-20-2016,24.5,19.1,31.1,
10-21-2016,24.8,19.1,31.2,
10-22-2016,24,19.5,31.2,
10-23-2016,22.9,18.6,31.2,
10-24-2016,24.6,17.7,29.8,
10-25-2016,24.8,19.8,31.3,
10-26-2016,24.2,18.4,31,
10-27-2016,24.7,19.4,30.8,
10-28-2016,25.2,18.6,31,
10-29-2016,25.6,18.7,31.6,
10-30-2016,25,21,32,
10-31-2016,24.5,20.1,30.7,0
11-01-2016,23.7,20.8,30.6,0
11-02-2016,24.1,20.1,29.1,1.5
11-03-2016,25.2,20.9,30.7,0
11-04-2016,24.8,20,31.6,
11-05-2016,24.8,19.1,31.6,
11-06-2016,24.6,18.1,31.2,
11-07-2016,23.9,18.7,31.5,
11-08-2016,23.3,18.8,30.6,
11-09-2016,22.5,17.7,30.3,
11-10-2016,22.8,17,29.3,
11-11-2016,22.9,17,30.3,
11-12-2016,23.9,17.8,29.6,
11-13-2016,24.4,20.2,30.5,
11-14-2016,24.1,20.4,30.9,
11-15-2016,24.6,20.3,30.1,
11-16-2016,24.3,19.6,30.4,
11-17-2016,23.9,20.2,31.4,
11-18-2016,23.4,19.1,29.7,
11-19-2016,23.1,18.2,29.7,
11-20-2016,23.3,18.4,29.7,
11-21-2016,22.9,18.1,30.5,
11-22-2016,22.9,16.6,31,
11-23-2016,24.3,16.5,31.9,
11-24-2016,22.4,16.1,31.8,
11-25-2016,22.2,16.2,30.7,
11-26-2016,23.4,15.9,31.5,
11-27-2016,22.6,15,31.5,
11-28-2016,23,14.2,32.5,
11-29-2016,22.1,15.6,33,
11-30-2016,21.9,16.7,29.9,
12-01-2016,21.6,17.6,30,
12-02-2016,20.9,18,26.9,3.3
12-03-2016,21.1,18.9,26.9,4.3
12-04-2016,22.8,19,27.9,0
12-05-2016,23.4,19.6,29,0
12-06-2016,22,18.2,29.4,0
12-07-2016,22.1,15,28,
12-08-2016,22.7,18.4,29,
12-09-2016,22.5,16.2,29.1,
12-10-2016,20.1,16,30.3,
12-11-2016,21.7,12,28,
12-12-2016,20.9,17.9,28.4,
12-13-2016,18.8,17.7,25,60.7
12-14-2016,20.3,18.6,23.3,4.3
12-15-2016,21.8,17.9,26.8,0
12-16-2016,20.8,18.4,27.3,
12-17-2016,22.4,18,27.6,0.3
12-18-2016,22.3,16.8,28.4,0
12-19-2016,22,16.7,28.9,
12-20-2016,21.8,15.6,29.4,
12-21-2016,22.6,17.7,28.8,
12-22-2016,22.3,16.8,30.4,
12-23-2016,21.3,14,31,
12-24-2016,21.5,14.4,30.3,
12-25-2016,20.6,14.7,30.5,
12-26-2016,21.8,14.8,29,
12-27-2016,21.4,14.9,30.4,
12-28-2016,21.9,16.4,29.8,
12-29-2016,20.8,15.5,28.7,
12-30-2016,20.4,14.8,28.2,
12-31-2016,20,14.9,27.5,
01-01-2017,21,14.6,27.6,
01-02-2017,21.6,17,27.7,
01-03-2017,22.3,16.1,28,
01-04-2017,21.8,15.8,29.5,
01-05-2017,21.9,15.5,29,
01-06-2017,21,16,28.6,
01-07-2017,20.9,16,29,
01-08-2017,20.9,16,27.8,
01-09-2017,21,15,28.5,
01-10-2017,22.1,16,28.1,
01-11-2017,22,16.6,29.4,
01-12-2017,21.8,16.4,29.2,
01-13-2017,21.2,16.9,28,
01-14-2017,20.7,17.2,28.3,
01-15-2017,20.7,15.5,27.2,
01-16-2017,20.9,15.7,27.6,
01-17-2017,21.3,15.4,28,
01-18-2017,20.4,14.4,28.9,
01-19-2017,20.4,15.8,28.2,
01-20-2017,21.7,15.3,27.6,
01-21-2017,21.6,18.6,28.9,
01-22-2017,23.3,16.8,29.1,0
01-23-2017,22.3,15.9,30.3,
01-24-2017,22.4,16,29.5,
01-25-2017,22.6,16.7,30.3,
01-26-2017,21.9,18.3,29.2,0
01-27-2017,22.1,19.7,26,0.3
01-28-2017,22.7,20,26.7,0
01-29-2017,23.7,19.2,29,0
01-30-2017,24.2,17.9,30,
01-31-2017,23.9,18.2,31.7,
02-01-2017,23.1,16,32,
02-02-2017,23.5,16.4,31.5,
02-03-2017,22.7,16.7,31.7,
02-04-2017,21.9,16.6,30,
02-05-2017,22.3,15.9,29.3,
02-06-2017,22.9,16,30.7,
02-07-2017,23.8,16.1,30.9,
02-08-2017,23.7,16.6,32.2,
02-09-2017,23.4,15.8,32,
02-10-2017,23.4,15.5,32.1,
02-11-2017,22.7,16.1,32.6,
02-12-2017,21.5,15.2,31,
02-13-2017,22.1,15.8,29.6,
02-14-2017,22.7,17.4,28.8,
02-15-2017,23.1,17.3,29.8,
02-16-2017,22.2,16.1,29.8,
02-17-2017,22.2,15.9,29.5,
02-18-2017,23.8,16.4,30.5,
02-19-2017,23.7,16.8,31.2,
02-20-2017,24.6,17.7,31.8,
02-21-2017,26,19.3,33.4,
02-22-2017,26.7,19.2,34.5,
02-23-2017,26.8,19.2,35.2,
02-24-2017,27.2,19.7,35,
02-25-2017,26.7,19,35.5,
02-26-2017,25.8,20,34.9,
02-27-2017,24.4,19.1,33.3,
02-28-2017,24.8,17.4,31.5,
03-01-2017,24.2,16.9,32.5,
03-02-2017,24.4,15.7,32,
03-03-2017,25.8,18.2,32,
03-04-2017,26.3,20.7,33.2,
03-05-2017,27.2,21.5,32.8,
03-06-2017,26.1,,34.5,0
03-07-2017,26.2,21.5,33.1,8.4
03-08-2017,25.6,21.1,33.8,36.8
03-09-2017,26.7,21.2,32.1,0
03-10-2017,27,21.9,33.6,
03-11-2017,27.2,21,33.5,0
03-12-2017,27.3,21,33.7,
03-13-2017,26.6,22.2,34.3,
03-14-2017,25.1,22,34,0
03-15-2017,25.3,20.8,30.4,0
03-16-2017,25.9,20.3,31.2,
03-17-2017,27.2,21,32.1,
03-18-2017,27.9,21.9,33.8,
03-19-2017,28,22.4,35,
03-20-2017,28,23.2,36,
03-21-2017,27.4,22.4,34.8,
03-22-2017,27.4,22,33.6,
03-23-2017,27.4,20.6,34,
03-24-2017,27.7,20.6,34.7,
03-25-2017,28.1,20.6,35.6,
03-26-2017,28.6,21.6,37.2,
03-27-2017,28.3,21.2,36.1,
03-28-2017,28.8,22,35.3,
03-29-2017,28.8,22.4,36,
03-30-2017,28.3,23,35.9,
03-31-2017,29.2,22.1,35.4,
04-01-2017,28.6,22.5,35.8,
04-02-2017,28.9,23.2,36.3,
04-03-2017,29.4,23.5,35.6,
04-04-2017,29.2,24,35.5,
04-05-2017,27.3,21.2,36.1,0
04-06-2017,27.8,22.4,35.5,3.6
04-07-2017,28.5,22.5,35.5,0.5
04-08-2017,30.1,24.5,35.6,0
04-09-2017,29.4,24.4,36.5,
04-10-2017,28.7,23.4,36,
04-11-2017,29.3,23.5,35.6,
04-12-2017,29.8,24,36,
04-13-2017,29.3,24,37,
04-14-2017,28.8,23.2,36.5,
04-15-2017,28.9,22.6,35.6,
04-16-2017,26.9,23.2,36.8,
04-17-2017,25.7,22.2,36.2,0.5
04-18-2017,28.5,20.6,35,15
04-19-2017,28.9,23.5,35.6,0
04-20-2017,26.6,22.8,35.7,0.3
04-21-2017,26.8,21.7,35.2,1
04-22-2017,28.6,22.8,34.8,0
04-23-2017,29.2,23.6,35.6,
04-24-2017,29.6,22.9,36.4,
04-25-2017,27.4,22.7,37,
04-26-2017,28.7,22.5,37,1
04-27-2017,29.1,24,35.6,0
04-28-2017,28.6,22.3,35.9,
04-29-2017,25.6,21.8,35.3,1.3
04-30-2017,28.3,20.1,35.6,6.1
05-01-2017,26.8,20.5,35.6,1
05-02-2017,27.6,22.3,35.1,0
05-03-2017,28.1,23.3,34.2,0
05-04-2017,28.7,23.4,34.3,
05-05-2017,29.7,24.4,35.9,
05-06-2017,28.9,24.2,36,
05-07-2017,27.3,20.9,35.8,0
05-08-2017,26.9,20.8,37,1
05-09-2017,26,21.9,33.2,0
05-10-2017,27,21.5,33.2,0
05-11-2017,26.9,22,34.4,0
05-12-2017,27.6,23,32.5,1.8
05-13-2017,28.1,23.8,33,0
05-14-2017,27,22.8,33.8,
05-15-2017,27.1,21.8,35,2.5
05-16-2017,29.2,23.5,34.8,0
05-17-2017,27.6,22.6,36.4,
05-18-2017,26,19.8,34.5,9.9
05-19-2017,26.2,19.4,35.5,20.1
05-20-2017,26.8,20.9,34.4,0
05-21-2017,26.1,19.9,35.1,40.9
05-22-2017,25.7,23.2,32,0
05-23-2017,26.7,19.4,32.9,28.7
05-24-2017,26.4,20.5,33.5,13
05-25-2017,27.6,21.9,34,0
05-26-2017,26.2,20.9,33.3,0
05-27-2017,23.1,20,33.1,83.3
05-28-2017,24.8,20,30,39.9
05-29-2017,25.5,21.3,29.7,0
05-30-2017,25.2,21.4,30.4,
05-31-2017,24.9,20.8,31.2,0
06-01-2017,26.1,20.8,30.8,
06-02-2017,26.3,21.8,32.1,
06-03-2017,25.7,20.9,32.4,
06-04-2017,26.2,20.7,32.2,
06-05-2017,26.1,21.7,32,
06-06-2017,25.8,21.8,32,0
06-07-2017,23.9,21.7,31.2,0
06-08-2017,25,21.5,28.9,0.8
06-09-2017,23.3,21.1,29.6,0
06-10-2017,23.9,20.7,28.1,8.6
06-11-2017,23.4,20.8,27.9,0
06-12-2017,22.3,20.2,28.3,1.8
06-13-2017,24.2,20.7,29.2,1
06-14-2017,25.8,22,30.9,1
06-15-2017,25.1,21.5,31.2,0
06-16-2017,22.9,20,29.5,
06-17-2017,23.1,19.4,28.4,23.1
06-18-2017,23.8,20.2,29.3,0
06-19-2017,23.4,20,29,3.6
06-20-2017,24.1,21,28,0
06-21-2017,24.6,20.8,29.8,0.3
06-22-2017,24.4,20.5,29.5,0
06-23-2017,24.9,19.4,30.6,0.8
06-24-2017,24.4,21,30.5,0
06-25-2017,23.8,20.6,29.4,0
06-26-2017,24,20.4,29,0
06-27-2017,23.6,20.4,30.6,0
06-28-2017,24.3,20.3,29.8,0
06-29-2017,24.3,20.4,29.1,0
06-30-2017,24.2,20.8,29,
07-01-2017,24.6,19.3,29.2,0
07-02-2017,25.2,20.5,30.3,0
07-03-2017,23.7,20.9,29.9,
07-04-2017,23.7,20.4,28.7,3.8
07-05-2017,23.2,20,29.6,2.3
07-06-2017,23.7,20.2,29.2,10.2
07-07-2017,23.2,20.5,29.3,5.1
07-08-2017,23.3,20.4,27.4,0
07-09-2017,24.5,20.2,30.3,0
07-10-2017,24.8,20.5,30.3,
07-11-2017,24.1,20.8,30,
07-12-2017,23.7,21,29.5,0
07-13-2017,22.8,20,28.5,1.5
07-14-2017,22.9,20,25.9,0
07-15-2017,22.2,20.2,27.2,0
07-16-2017,23.2,19.7,28.4,0
07-17-2017,23.8,20,28.8,0
07-18-2017,22.8,20.7,28.3,0
07-19-2017,22.2,20.6,26.6,0
07-20-2017,23.6,20.6,29.1,9.4
07-21-2017,23.8,19.7,28.7,0.8
07-22-2017,24.8,20,30.8,0
07-23-2017,24.3,20.5,30.5,
07-24-2017,24.8,20.2,30.3,
07-25-2017,25.2,20.5,30.3,0
07-26-2017,25.4,20.5,30.5,0
07-27-2017,24.5,20.5,31.6,
07-28-2017,24.7,21,31.1,11.9
07-29-2017,24.7,20.6,31.3,10.7
07-30-2017,25.2,21.3,30.7,0
07-31-2017,24.9,22,30.7,1.3
08-01-2017,25.2,21.4,30.5,8.4
08-02-2017,25.1,21.6,31.5,1.8
08-03-2017,24.3,20.3,31.2,0
08-04-2017,23.8,20.3,29.5,0
08-05-2017,24.4,21.3,29.5,0
08-06-2017,24.8,21.3,29.5,0
08-07-2017,25.7,21.2,30.2,0
08-08-2017,25.8,22,31.2,
08-09-2017,23.7,21.9,31.3,1
08-10-2017,23.9,20.7,27.5,13
08-11-2017,23.5,19.8,28,4.1
08-12-2017,23.6,20.5,28.2,16.5
08-13-2017,23.3,21.2,27.6,0
08-14-2017,24.7,21.6,28.8,0
08-15-2017,22.6,19.2,28.3,128.8
08-16-2017,23,20,27.4,30.5
08-17-2017,23.2,19.8,28.5,26.4
08-18-2017,23.2,20.4,29.2,7.9
08-19-2017,22.6,20.3,28.9,5.3
08-20-2017,22.3,20.3,28.6,13.2
08-21-2017,23.6,20.3,28.8,3.3
08-22-2017,23.4,20.2,28,0
08-23-2017,24,20.6,28,10.9
08-24-2017,23,20.6,28.6,42.4
08-25-2017,22.8,20.5,26.8,31.8
08-26-2017,23.8,20.8,29.8,0.3
08-27-2017,22.3,21,28.5,0.3
08-28-2017,22.8,20.5,26.5,6.1
08-29-2017,22.4,20.5,26.2,0
08-30-2017,24.5,21.1,29.7,0
08-31-2017,24.8,21,29.9,0
09-01-2017,23.7,19.8,30.6,71.9
09-02-2017,22.5,20.8,27.8,33
09-03-2017,23.2,19.9,27.3,21.8
09-04-2017,24.7,18.7,29.8,56.9
09-05-2017,24.8,19.9,30.2,2.5
09-06-2017,23,19.8,29.8,15.5
09-07-2017,24.1,21.3,28.5,6.6
09-08-2017,23.2,19.8,29.3,1.3
09-09-2017,23.6,20,28.2,68.3
09-10-2017,24.1,20.3,28,66
09-11-2017,24.8,21.9,27.8,0
09-12-2017,26,22.1,29.8,
09-13-2017,25.3,22.2,31,
09-14-2017,24.8,20.2,30.6,
09-15-2017,23.7,21,31.1,2.3
09-16-2017,23.7,20.8,29.4,0
09-17-2017,21.3,19.8,29.4,17.3
09-18-2017,22.6,19.3,27.3,0.5
09-19-2017,23.1,20.4,28.3,0
09-20-2017,23.2,19.4,28.8,0
09-21-2017,22.8,19.3,28.5,
09-22-2017,24.3,20.5,28.4,0
09-23-2017,25.6,20.6,29.4,0
09-24-2017,24.2,20.9,30.5,0
09-25-2017,22.8,19.4,29,54.4
09-26-2017,23.8,19.8,27.6,9.1
09-27-2017,21.9,20,28.1,55.9
09-28-2017,22.5,19.4,26.8,1.8
09-29-2017,22.7,20.3,26.2,0.5
09-30-2017,22.7,20.4,27,15.2
10-01-2017,23.1,20.3,28.6,0.5
10-02-2017,23.3,19.4,28.4,46
10-03-2017,24.9,20.6,28.8,0
10-04-2017,24.3,20.5,29.3,0
10-05-2017,22,20.1,29.6,18.5
10-06-2017,23.1,20.7,28.8,76.7
10-07-2017,23.7,21.2,29,14.5
10-08-2017,24.6,21.3,28.8,48
10-09-2017,24.8,21.5,29,2
10-10-2017,24.5,19.6,29.3,9.1
10-11-2017,23.8,20.2,29.9,5.3
10-12-2017,23.2,20.5,30.7,22.4
10-13-2017,22.9,20.5,27.5,68.1
10-14-2017,22.1,20.4,27.6,34
10-15-2017,22.3,19.6,26.8,40.4
10-16-2017,22.4,19.8,26,0
10-17-2017,23.1,20.9,26.8,0
10-18-2017,23.3,21,27,
10-19-2017,23.7,20.1,29.8,0
10-20-2017,24.4,20.4,29.8,
10-21-2017,24.8,20.4,30.6,
10-22-2017,23.9,20.4,30.5,
10-23-2017,24.1,19.2,30.5,
10-24-2017,25,18.4,31,
10-25-2017,25.2,20.8,31.3,
10-26-2017,23.7,20.2,29.6,
10-27-2017,23.9,20.2,28.1,0
10-28-2017,23.9,19.8,30,0
10-29-2017,24.2,20.3,28.8,
10-30-2017,21.6,19.3,29.6,
10-31-2017,22.2,19.4,26.7,0
11-01-2017,21.7,19.9,25,0
11-02-2017,22.9,18.8,26.8,0.3
11-03-2017,23.2,19.3,27.8,0
11-04-2017,22.1,19,28,
11-05-2017,21.5,19.3,25.6,2
11-06-2017,21.7,19.7,25.4,3.3
11-07-2017,21.5,18.9,25.6,1.5
11-08-2017,22,18.3,26,13.5
11-09-2017,22.5,18.6,27,0
11-10-2017,22.5,17.9,27.8,
11-11-2017,20.7,17.8,28.6,
11-12-2017,21.9,15.8,26.9,
11-13-2017,23.6,19.3,28.2,
11-14-2017,23.5,19.4,29.1,
11-15-2017,24.4,21,29.3,
11-16-2017,24.2,19.6,29.2,
11-17-2017,23.8,21.3,29.2,0
11-18-2017,24,20.9,29.6,
11-19-2017,24.1,20.5,30,
11-20-2017,24.2,20.7,29,
11-21-2017,23.8,20.2,29.6,
11-22-2017,23.1,19.5,29.1,
11-23-2017,23.7,18.1,29.3,
11-24-2017,24.2,18.7,29.7,
11-25-2017,22.7,16.9,30,
11-26-2017,22.2,17.4,28,
11-27-2017,22.4,19.2,26.8,
11-28-2017,23,18.2,28,
11-29-2017,22.8,18.3,29.6,
11-30-2017,21.3,19.3,27.6,0
12-01-2017,19.8,18.4,24.7,10.7
12-02-2017,19.8,18.2,22.2,8.9
12-03-2017,20.8,18.3,24.2,0
12-04-2017,21.2,18.4,25.7,
12-05-2017,21.4,19,25.8,
12-06-2017,22.9,19,27.4,
12-07-2017,22.7,18.1,29.2,
12-08-2017,22.6,15.9,29.5,
12-09-2017,22.6,16.8,30.8,
12-10-2017,22.4,17.7,29.8,
12-11-2017,23.3,17.1,29.5,
12-12-2017,23.1,18.5,30,
12-13-2017,22.7,18.1,28.1,0
12-14-2017,22.6,18.4,28.4,
12-15-2017,22.3,17.1,29.3,
12-16-2017,21.3,17.5,28.4,
12-17-2017,20.9,17,26.7,
12-18-2017,20.5,16,26.7,
12-19-2017,21,15.3,26.6,
12-20-2017,22.1,16.2,27.5,
12-21-2017,22,16,28.8,
12-22-2017,21.8,16.8,28.3,
12-23-2017,21.1,17.4,28.2,
12-24-2017,21.4,15,27.1,
12-25-2017,20.4,16.6,28.5,
12-26-2017,21.6,16.2,27.9,
12-27-2017,20.6,15.5,29.2,
12-28-2017,19.7,15.2,28.1,
12-29-2017,20.5,14.2,25.8,
12-30-2017,20.7,15.3,27.3,
12-31-2017,21.6,16.1,26.9,
01-01-2018,22.2,16.6,28.4,
01-02-2018,22.1,17.8,28.9,
01-03-2018,22.2,18.4,29,
01-04-2018,21.6,17,27.6,
