time,tavg,tmin,tmax,prcp
01-05-2018,20.7,15.5,28.3,
01-06-2018,20.2,14.7,27.2,
01-07-2018,20.4,15.2,27.2,
01-08-2018,20.1,14.8,27.2,
01-09-2018,21.2,15.5,26.6,
01-10-2018,21.8,18.2,27.1,
01-11-2018,22.8,17.3,28.3,
01-12-2018,23,18.7,29.4,
01-13-2018,23.4,17.6,29.8,
01-14-2018,23.3,16.3,31,
01-15-2018,22.3,16.3,30.7,
01-16-2018,22.8,17.1,30.5,
01-17-2018,21.8,16.8,29.9,
01-18-2018,21.2,15.3,28.6,
01-19-2018,20.8,14.3,28.7,
01-20-2018,20.4,14.2,28,
01-21-2018,20.9,14.3,28.5,
01-22-2018,20.4,14.4,29,
01-23-2018,22.1,15.3,28.8,
01-24-2018,22.5,17.2,29.7,
01-25-2018,22.7,17.1,29.1,
01-26-2018,21.9,16.2,29.8,
01-27-2018,21.4,16,29,
01-28-2018,21.9,14,28.2,
01-29-2018,22,16,29.2,
01-30-2018,21.5,15.7,29.5,
01-31-2018,21.4,15,29.2,
02-01-2018,21.9,13.2,29.6,
02-02-2018,22.6,15.9,30.4,
02-03-2018,21.7,15.8,30.1,
02-04-2018,21.2,13.4,29.4,
02-05-2018,21.9,13.7,30,
02-06-2018,24.4,18,30.4,
02-07-2018,23.3,20.2,32.3,
02-08-2018,23.3,19.2,30,1.5
02-09-2018,24.4,19.7,30.6,0
02-10-2018,24.2,19.7,31.6,1.5
02-11-2018,24,17.7,30.7,0
02-12-2018,23.3,18,30.8,
02-13-2018,23.5,18.5,30.2,
02-14-2018,23.3,17.9,29.9,
02-15-2018,23.4,17.4,30.7,
02-16-2018,23.7,17.6,31,
02-17-2018,23.8,17.5,31.3,
02-18-2018,24,17.7,31.9,
02-19-2018,24.3,16.8,32.1,
02-20-2018,22.8,17.4,32.2,
02-21-2018,24.2,17.5,31.5,
02-22-2018,24.9,17.8,31.5,
02-23-2018,24.3,18.4,32.4,
02-24-2018,23.2,15.6,31.2,
02-25-2018,24.7,17.3,31.2,
02-26-2018,25,17.8,32,
02-27-2018,25.2,18.2,32.7,
02-28-2018,25,16.7,33,
03-01-2018,25.2,18.2,33.2,
03-02-2018,25.5,18.3,32.5,
03-03-2018,25.7,17.5,33.2,
03-04-2018,26.1,18.3,34.4,
03-05-2018,26.3,18.3,34,
03-06-2018,25.9,17.5,34.4,
03-07-2018,25.5,16.5,34.6,
03-08-2018,25.4,18.5,33.5,
03-09-2018,26.2,17.8,33.3,
03-10-2018,25.7,18.5,33.5,
03-11-2018,26.2,19.7,33.1,
03-12-2018,25.4,19.5,33.8,
03-13-2018,25.8,20.1,32.5,
03-14-2018,26.5,22.4,31.6,0
03-15-2018,25.8,21.9,32.1,0
03-16-2018,24.1,19.8,32.5,31
03-17-2018,23.7,18.9,32,0
03-18-2018,24.7,20.3,29.1,0
03-19-2018,25.6,17.4,31.1,
03-20-2018,26.7,19.5,32.4,
03-21-2018,27.4,21.4,33.7,
03-22-2018,27.4,22.6,34.1,
03-23-2018,28.2,22.3,34,
03-24-2018,27.6,21.4,35.1,
03-25-2018,27.3,21.7,33.2,
03-26-2018,27.1,20.8,34.1,
03-27-2018,27.4,21.5,34.4,
03-28-2018,27.5,22.3,34.4,
03-29-2018,27.5,22.7,33.9,
03-30-2018,25.7,21.4,34,0
03-31-2018,25.9,21.1,34.8,3.3
04-01-2018,27.6,21.2,33.2,0
04-02-2018,24.7,19.9,33.5,
04-03-2018,26.1,19.8,33.1,13.7
04-04-2018,26.2,21.4,31.5,0
04-05-2018,26.4,21,32.7,
04-06-2018,27.4,21.3,33.2,
04-07-2018,26.7,21.6,33.5,
04-08-2018,26.4,21,32.6,
04-09-2018,26.2,21,32.7,
04-10-2018,26.5,20.7,32.4,
04-11-2018,26.2,21.8,32.2,
04-12-2018,27.5,21.9,33.2,
04-13-2018,27.6,21.7,33.5,
04-14-2018,28.3,23.1,34.2,
04-15-2018,28.2,23.9,34.6,
04-16-2018,27.2,22.6,33.7,
04-17-2018,28.2,22.3,34.6,11.7
04-18-2018,29,23.5,34.9,0
04-19-2018,27.9,23.9,34.8,
04-20-2018,25.5,22.9,34,
04-21-2018,28.2,22.2,34.8,19.1
04-22-2018,26.1,23.4,34.8,0
04-23-2018,27.2,22,33.8,4.8
04-24-2018,25.1,22.4,34.2,0
04-25-2018,26.6,22.2,34,3.8
04-26-2018,27.2,22.8,34.4,0.5
04-27-2018,28.3,22,34.7,0.5
04-28-2018,27.7,22.5,34.2,0
04-29-2018,28.3,23.8,34,
04-30-2018,27,23.2,34.9,0.3
05-01-2018,26.9,21.4,35.2,5.6
05-02-2018,26.5,23.3,33,0
05-03-2018,25.9,18.9,34,0.8
05-04-2018,26.1,19.2,33.2,39.4
05-05-2018,27,23.1,32,0
05-06-2018,27.9,22.7,32.4,
05-07-2018,27.8,23.4,33.5,
05-08-2018,25.9,22.9,33.5,
05-09-2018,27.2,21.8,32.8,0
05-10-2018,25.7,20.9,32.6,
05-11-2018,24.4,19.4,34,
05-12-2018,25.7,19.8,32.2,34.3
05-13-2018,24.9,20.8,32,0
05-14-2018,23.8,21,32,17.8
05-15-2018,24.8,20.6,31.4,16.5
05-16-2018,26.2,20.7,32.4,4.3
05-17-2018,26.7,21.9,31,0
05-18-2018,24.2,21.9,31.7,
05-19-2018,25.9,21.4,32.8,19.1
05-20-2018,25.2,20.5,32.4,8.6
05-21-2018,24,21.6,32.4,0
05-22-2018,26.3,20.5,31.8,9.4
05-23-2018,23.7,,31.6,24.9
05-24-2018,26.3,20.4,31.9,24.9
05-25-2018,23.5,21.9,32,33
05-26-2018,25,21.1,29.8,14
05-27-2018,26,22.2,30.8,0
05-28-2018,26.3,22.3,32,0
05-29-2018,25.6,22.4,32.2,
05-30-2018,24.5,20.9,30.5,0
05-31-2018,25.6,20.9,29.7,10.4
06-01-2018,24.4,21.9,30.3,0
06-02-2018,23.8,20.9,31,1.5
06-03-2018,23.7,20.8,30.3,1.8
06-04-2018,23.8,21,30.4,6.1
06-05-2018,24.8,21.2,30,0
06-06-2018,25.6,21.9,29.7,0
06-07-2018,23.9,21.7,30.1,0
06-08-2018,23.3,21,29,0
06-09-2018,22,20.7,25.8,3.8
06-10-2018,22.7,20.5,27,1.3
06-11-2018,23.7,21,26.9,2
06-12-2018,24.2,21,,0
06-13-2018,24.1,20.8,28.3,
06-14-2018,23.2,21,27.9,0
06-15-2018,23.8,20.5,31.2,3
06-16-2018,24.1,20.1,31,5.6
06-17-2018,23.6,20.9,30,0
06-18-2018,23.5,20.3,28.7,
06-19-2018,23.8,20.1,28.9,7.1
06-20-2018,23.4,20.7,29.1,0
06-21-2018,23.5,20.9,28,
06-22-2018,23.2,19.7,28,0
06-23-2018,22.5,20.3,28,1
06-24-2018,23.2,19.7,27.8,12.2
06-25-2018,23.5,20.1,27.8,0
06-26-2018,23.1,20.2,28.1,0
06-27-2018,21.9,20.1,28,
06-28-2018,22.4,20,26.2,4.6
06-29-2018,23.1,20.1,28.2,0
06-30-2018,23.8,19.5,29.3,0
07-01-2018,24.2,20.6,29.5,0.5
07-02-2018,24.8,20.9,30.7,0
07-03-2018,24.4,20.7,30.2,0.5
07-04-2018,24.1,20.5,29,0
07-05-2018,24.5,19.7,29.6,
07-06-2018,22.8,20,29.6,
07-07-2018,22.9,20.5,26.3,0.3
07-08-2018,22.4,20.3,26.4,0
07-09-2018,22.8,20.7,26.4,1
07-10-2018,22.7,20.6,26.9,2
07-11-2018,22.5,20.3,27,32.3
07-12-2018,22.8,20.1,27.3,4.3
07-13-2018,22.2,20.5,27.4,0
07-14-2018,22.4,20.3,26.5,4.6
07-15-2018,23.6,20.4,28.2,1.8
07-16-2018,22.2,20.2,28.4,0
07-17-2018,22.5,19.2,26.2,1.5
07-18-2018,23.8,19.7,29.2,0
07-19-2018,23,20.6,28.6,
07-20-2018,23,20.4,27,0
07-21-2018,22.7,20.3,26.9,0
07-22-2018,23.6,20.3,28.9,0.3
07-23-2018,22.7,20.2,28.3,0
07-24-2018,23.1,20.3,28.6,14.2
07-25-2018,23.3,20.2,28.2,2
07-26-2018,23.7,20.6,28.8,0.8
07-27-2018,23.3,20.5,27.3,0
07-28-2018,23.5,20,27.3,0.3
07-29-2018,23.8,20.7,27.4,11.9
07-30-2018,23.8,20.5,27.8,0.5
07-31-2018,23.1,20.3,28.3,4.8
08-01-2018,21.9,19.4,27.2,5.3
08-02-2018,23.6,18.7,29.4,15
08-03-2018,23.3,20.8,28.6,0
08-04-2018,22.8,20.1,28.8,2.5
08-05-2018,23.8,20.3,27.8,0
08-06-2018,22.7,20.2,28.1,0.5
08-07-2018,21.9,19.7,27.7,11.4
08-08-2018,22,20,25.4,3.6
08-09-2018,23.4,20.2,28.7,8.9
08-10-2018,22.7,20.5,28.2,0
08-11-2018,21.9,20,26.5,1.8
08-12-2018,21.5,19.9,25.6,2.3
08-13-2018,21.7,19.4,24.6,3.3
08-14-2018,21.9,19.6,26.9,1
08-15-2018,22.2,20.1,25.7,6.4
08-16-2018,22.4,20.2,25.7,10.7
08-17-2018,23.2,20.3,28.3,0.5
08-18-2018,23.4,20,27.5,0
08-19-2018,23.3,20.7,27.4,0
08-20-2018,22.8,20.2,27.3,0
08-21-2018,23.3,19.7,28.9,0
08-22-2018,23.7,19.7,28.2,0
08-23-2018,23.3,20.5,28,0
08-24-2018,22.4,19.9,28.8,3.3
08-25-2018,23.7,19.8,29.5,41.7
08-26-2018,22.4,19.9,28.5,0
08-27-2018,21.9,19.5,28.3,8.4
08-28-2018,22.6,19.6,27.6,0.5
08-29-2018,22.9,20,28,8.4
08-30-2018,23.3,20.3,28.2,3
08-31-2018,23.3,20.3,28.8,19.8
09-01-2018,23.7,20,28.3,0
09-02-2018,23.7,20.3,28.2,0.3
09-03-2018,24.7,19.7,29.3,0
09-04-2018,24.4,19.7,29.8,
09-05-2018,24.3,20.4,29.9,
09-06-2018,24.4,19.9,29.2,
09-07-2018,24.4,20.3,29.2,0
09-08-2018,24.3,20.1,29.1,0
09-09-2018,25.7,20.5,30.3,0
09-10-2018,24.1,21.6,31.1,
09-11-2018,25.3,21.7,30.8,0
09-12-2018,25.9,20.9,31.1,0
09-13-2018,25,22.3,31.6,
09-14-2018,24.8,20.4,30.3,2
09-15-2018,23.2,20.1,31.7,9.9
09-16-2018,23.3,20.5,30.3,6.4
09-17-2018,23.6,,28.3,
09-18-2018,24.1,20.3,28.3,
09-19-2018,24.1,20.3,28.2,
09-20-2018,22.7,19.5,29.1,
09-21-2018,23.5,20,28.4,7.6
09-22-2018,23.9,18.4,28.2,0
09-23-2018,24.3,21.4,29,
09-24-2018,22.6,18.9,28.9,53.1
09-25-2018,23.5,19.3,29.3,25.4
09-26-2018,24.4,20.4,29.7,0.3
09-27-2018,23.7,19.9,30.3,32.3
09-28-2018,25.1,21.3,29.5,1.3
09-29-2018,25.3,21.4,29.9,4.3
09-30-2018,25.4,21.8,30.2,0
10-01-2018,25.5,21.6,30.9,0.3
10-02-2018,24.9,21.3,30.3,0
10-03-2018,24.1,21.6,30.4,0.3
10-04-2018,21.8,20.9,30.6,27.7
10-05-2018,23,20.6,25.9,10.2
10-06-2018,22.5,20.4,26.4,2.5
10-07-2018,24.3,20.2,28.4,7.9
10-08-2018,24.1,20.8,29.5,0
10-09-2018,24.3,20.6,29.5,4.3
10-10-2018,24,19.1,30,0
10-11-2018,25,19.2,30,
10-12-2018,25.1,20.8,31,
10-13-2018,25,20.4,31.5,
10-14-2018,24,20.2,30.3,
10-15-2018,23.4,20.1,29.8,3.8
10-16-2018,24.3,20.7,29,5.1
10-17-2018,22.4,19.4,29.3,0
10-18-2018,23.1,18.9,28.5,48.8
10-19-2018,23.9,20.2,28.7,1
10-20-2018,23.8,19.7,29.3,0
10-21-2018,23.7,19.7,29,
10-22-2018,23.5,17.4,28.8,
10-23-2018,21.9,17.4,29.4,
10-24-2018,24.7,17.7,30.2,
10-25-2018,23.9,18.2,30.2,
10-26-2018,23.7,18.5,29.7,
10-27-2018,23.4,18.2,29.3,
10-28-2018,23.5,16.7,29.5,
10-29-2018,23,16.8,29.6,
10-30-2018,24.1,16.6,29.8,
10-31-2018,24.8,19.7,30.1,
11-01-2018,24.3,20,30.4,
11-02-2018,22.9,19.8,30.3,
11-03-2018,22.8,19.6,27.7,0.5
11-04-2018,23.5,18.8,28.1,4.6
11-05-2018,23.6,19.7,29.2,0
11-06-2018,24.1,19.8,29.6,
11-07-2018,23.3,17.9,30,
11-08-2018,22.2,16,29.6,
11-09-2018,23.4,17.5,29.6,
11-10-2018,23.4,17.9,30.1,
11-11-2018,23.2,18.2,30.4,
11-12-2018,22.3,17.3,30.3,
11-13-2018,22.4,16.2,30,
11-14-2018,23,14.8,30.5,
11-15-2018,23.3,16.5,31,0
11-16-2018,21.9,19.7,28.6,0
11-17-2018,23.9,19.2,29.3,0.3
11-18-2018,24.3,20.6,30.2,0
11-19-2018,23.9,20.3,29.5,
11-20-2018,24.4,19.7,29.8,0
11-21-2018,21.9,19.7,30.8,
11-22-2018,21.6,19.6,26.6,0
11-23-2018,20.9,19.6,24.8,0.5
11-24-2018,22.9,19,27.6,13
11-25-2018,22.6,19.2,28.5,0
11-26-2018,22.2,17.4,28.8,
11-27-2018,20.8,16.3,29,
11-28-2018,21.6,15.5,27.8,
11-29-2018,22.4,18.3,28.8,
11-30-2018,23.2,18.6,28.4,
12-01-2018,21.8,17.6,29.5,
12-02-2018,21.8,15.6,28.3,
12-03-2018,21.7,18.2,28.8,
12-04-2018,22.4,19.1,27.2,
12-05-2018,23.2,19.5,28.1,4.8
12-06-2018,23.5,20,28.3,0
12-07-2018,22.3,18.3,29.3,
12-08-2018,22.5,17.7,28.2,
12-09-2018,23.1,17.6,29.9,
12-10-2018,22.6,18.3,30.2,
12-11-2018,22.7,17.7,29.3,
12-12-2018,23.1,18.5,29.7,
12-13-2018,22.3,18.7,29.9,
12-14-2018,22.8,17.7,28.9,
12-15-2018,21.8,17.7,28.9,
12-16-2018,20.5,16.6,28,
12-17-2018,19.8,15.3,25,
12-18-2018,20.2,14.4,26.3,
12-19-2018,21.6,16,28.5,
12-20-2018,22.2,17.7,27.7,0
12-21-2018,22.7,18.1,28.4,
12-22-2018,23,18.2,28.8,
12-23-2018,23.2,19.2,29.6,
12-24-2018,23.3,18.3,29,
12-25-2018,23.4,18.4,29.1,
12-26-2018,23.8,17.7,30.2,
12-27-2018,24,19,31.4,
12-28-2018,22.8,18.7,29.6,
12-29-2018,21.8,18.6,27.8,10.9
12-30-2018,20.6,17.2,26.6,0
12-31-2018,20.9,14.4,26.4,
01-01-2019,20.3,14,27.6,
01-02-2019,19.9,12.4,28.1,
01-03-2019,20.2,13.1,27.9,
01-04-2019,20.8,13.3,28.5,
01-05-2019,20.4,13.6,28.6,
01-06-2019,20.6,14.7,28.4,
01-07-2019,20.7,14.7,28.6,
01-08-2019,21.3,15.2,29.3,
01-09-2019,21.3,13.2,29.6,
01-10-2019,21.1,14.5,30.4,
01-11-2019,21.4,14.5,29.7,
01-12-2019,21.4,15.3,29.7,
01-13-2019,21.5,14.3,28.8,
01-14-2019,20.7,14.5,30.3,
01-15-2019,21.2,12.3,29.3,
01-16-2019,21.4,14.5,29.5,
01-17-2019,21.7,15.5,29.5,
01-18-2019,21.7,15.8,29.7,
01-19-2019,21.8,14.3,29,
01-20-2019,21.3,13.7,30.3,
01-21-2019,21.3,14.8,28.6,
01-22-2019,20.4,14,29.2,
01-23-2019,22.3,16.2,29.1,
01-24-2019,23.1,17.7,29.6,
01-25-2019,23.3,17.2,30.2,
01-26-2019,23.3,18.8,30,
01-27-2019,23.2,19,30.2,
01-28-2019,22.8,18.4,30,
01-29-2019,21.9,17.7,29.6,0.8
01-30-2019,22.1,17.2,27.4,0
01-31-2019,21.7,16.4,29.4,
02-01-2019,21.4,15.7,28.2,
02-02-2019,22.4,16.3,27.8,
02-03-2019,22.9,16.6,29.6,
02-04-2019,23.6,16.8,30,
02-05-2019,23.7,18.7,30.7,
02-06-2019,24.3,17.8,30,
02-07-2019,24.3,18.3,31.1,
02-08-2019,26.4,20.4,31.8,
02-09-2019,23.7,19.6,32.6,
02-10-2019,24.1,19.1,31.3,
02-11-2019,23.1,18.5,29.7,
02-12-2019,22.8,17.2,28.1,
02-13-2019,23.1,17.3,29,
02-14-2019,24.6,17.2,30,
02-15-2019,25.2,19,31.6,
02-16-2019,25.4,20.7,31.6,
02-17-2019,26.3,21.3,32.7,
02-18-2019,25.7,19.2,32.6,
02-19-2019,26.8,22,34,
02-20-2019,25.4,20.5,32.8,
02-21-2019,25.1,18.2,32.1,
02-22-2019,24.9,17.6,31.9,
02-23-2019,25.1,15.5,33.1,
02-24-2019,25.8,16.5,34,
02-25-2019,26.6,17.2,34.3,
02-26-2019,26.2,20.8,35.5,
02-27-2019,26.3,21.3,34.5,
02-28-2019,26.4,20.5,33,
03-01-2019,26.3,21.3,33.8,
03-02-2019,25.9,21.7,33.5,
03-03-2019,26.1,20.5,32.1,
03-04-2019,27.8,21,33.6,
03-05-2019,27.8,23.1,34.3,0
03-06-2019,28.1,22.7,35,
03-07-2019,28.4,20.5,35.8,
03-08-2019,28.3,21.8,37,
03-09-2019,27.4,22.5,35.9,
03-10-2019,28,22.8,34,
03-11-2019,27.8,23.1,34.1,
03-12-2019,27.3,21.5,34.6,
03-13-2019,26.6,19.7,34,
03-14-2019,27.2,19.7,33.8,
03-15-2019,27.3,20.2,34.3,
03-16-2019,26.2,19,34.1,
03-17-2019,26.6,18.7,33.3,
03-18-2019,26.8,20.4,34.3,
03-19-2019,27.7,21.2,34.2,
03-20-2019,27.7,23,35,
03-21-2019,27.9,22.7,34.3,
03-22-2019,28.1,21.8,35,
03-23-2019,28.8,22.5,35,
03-24-2019,28.8,23.7,35.3,
03-25-2019,28.4,22.8,35.5,
03-26-2019,28.3,21.5,35.4,
03-27-2019,27.9,22.6,35,
03-28-2019,28.7,21.4,35.4,
03-29-2019,28.7,23.2,36.2,
03-30-2019,28.6,23.4,35.2,
03-31-2019,28.7,22.7,35.3,
04-01-2019,28.7,22.9,35.6,
04-02-2019,28.3,23.6,36,
04-03-2019,29,21.6,34.8,
04-04-2019,28.4,23,36.2,
04-05-2019,27.7,23,35.2,
04-06-2019,28.7,23.4,35.4,
04-07-2019,29.5,24,35.4,
04-08-2019,28.4,24,36.4,
04-09-2019,28.2,22.8,35.6,7.6
04-10-2019,29.3,22.8,35.4,1
04-11-2019,29.2,24.2,36,0
04-12-2019,30,23.6,35.9,
04-13-2019,29.4,24.6,36.6,
04-14-2019,29.5,24.2,36,
04-15-2019,29.1,24,36.2,
04-16-2019,29.7,23.6,36.2,
04-17-2019,26.3,23.9,36.4,
04-18-2019,27.2,21.6,36,16.8
04-19-2019,27.6,21.4,35.6,20.8
04-20-2019,26.8,22.4,33.2,0.3
04-21-2019,27.4,21.6,34.2,0
04-22-2019,27.7,23.6,34.2,
04-23-2019,27.9,23.2,35,0
04-24-2019,28.8,23,34.2,0.3
04-25-2019,28.8,22.8,34.3,0
04-26-2019,29.6,23.5,35.6,
04-27-2019,30.4,24.4,36.6,
04-28-2019,28.3,24.9,37,
04-29-2019,28.2,24,32,
04-30-2019,24.2,19.9,35,35.1
05-01-2019,26.3,20.9,28.9,0
05-02-2019,27,22,30,
05-03-2019,27.1,21.4,33.4,
05-04-2019,27.3,22,33.6,
05-05-2019,28.6,22.4,35.9,
05-06-2019,28.8,24,35.6,0
05-07-2019,25.5,21.9,36.2,0
05-08-2019,26.7,20.6,33.6,15
05-09-2019,27.9,20.8,33.1,0
05-10-2019,29.4,23.2,35.8,
05-11-2019,27.3,24.6,35.7,
05-12-2019,27.8,24.4,35.2,7.9
05-13-2019,26.7,21.7,35,0
05-14-2019,27.9,21.8,35,0
05-15-2019,25.6,22.2,34.8,0
05-16-2019,27.1,21.3,34.6,
05-17-2019,24,21.4,33.6,9.9
05-18-2019,27.7,21.4,33.6,18.8
05-19-2019,28.2,23.8,34,0
05-20-2019,28,24.4,34.8,
05-21-2019,28.5,24,34.4,
05-22-2019,26.9,20.8,34.8,
05-23-2019,26.5,22.6,34.6,15
05-24-2019,26.1,22.4,34,3.8
05-25-2019,24.8,21,33.5,0
05-26-2019,26.4,20.8,33.8,
05-27-2019,27.7,20,33.8,37.3
05-28-2019,27.5,24.7,34.2,0
05-29-2019,27.9,23,33.6,0.3
05-30-2019,27.8,23,34,0
05-31-2019,26.5,23.8,33.3,
06-01-2019,27.5,21,33.2,1.5
06-02-2019,26.2,21.8,33.2,0
06-03-2019,25.5,21.2,32.1,8.4
06-04-2019,26.9,22.1,30.5,0
06-05-2019,25.3,20.8,31.8,
06-06-2019,25.8,20.6,32.4,20.3
06-07-2019,25.4,20.6,32,20.1
06-08-2019,26.3,22.5,31.5,0
06-09-2019,26.7,22.3,33.1,
06-10-2019,24.9,22,33.6,
06-11-2019,25,21,30,
06-12-2019,24.2,21.6,30,
06-13-2019,24.8,22,29.4,0
06-14-2019,25.3,22,31.4,
06-15-2019,26.5,21.2,31,
06-16-2019,26.8,21.5,31.7,
06-17-2019,26.5,21.6,32.2,
06-18-2019,25.9,21,32.4,
06-19-2019,26.6,21.5,31.2,0
06-20-2019,25.7,22.2,32.3,1.3
06-21-2019,24.6,20.7,30.6,0
06-22-2019,25.1,21.6,29.4,0
06-23-2019,23.8,20.8,29.4,3
06-24-2019,24.5,21,29.4,26.4
06-25-2019,25,21.4,29.7,0
06-26-2019,24.6,21.6,29.8,0
06-27-2019,24.9,21.6,30.5,
06-28-2019,25.2,21,31,2
06-29-2019,25.1,21,31.2,0
06-30-2019,24.6,21.6,30.6,
07-01-2019,25.6,21,29.8,0
07-02-2019,25.5,21.5,30.5,
07-03-2019,25.4,21.4,30.8,0
07-04-2019,24.4,21.6,30.8,
07-05-2019,23.7,20.8,30.3,0
07-06-2019,23.8,20.7,29,
07-07-2019,24.5,20.7,28.6,1
07-08-2019,24.4,20.6,29.2,0
07-09-2019,23.8,20,29.5,0
07-10-2019,23.2,19.5,29.6,0
07-11-2019,24.2,20.2,29.4,0
07-12-2019,25.3,20.8,31.4,7.1
07-13-2019,25.2,21,31.2,2.5
07-14-2019,24.7,21.3,30,1
07-15-2019,24.2,21.4,30.8,0.3
07-16-2019,24.8,21,30.4,3
07-17-2019,24.8,21,30.3,3
07-18-2019,24.3,21.4,29.3,40.4
07-19-2019,23.6,21.6,28.4,1
07-20-2019,23.4,20.6,28.4,1.3
07-21-2019,23,20.6,27.7,0
07-22-2019,22.2,19.9,27.6,3.3
07-23-2019,22,19.2,26,14
07-24-2019,24.3,20,29.7,0.3
07-25-2019,23.8,21.3,29.5,1
07-26-2019,22.6,20.6,28.5,11.2
07-27-2019,24.1,20.4,28.3,0
07-28-2019,23.4,20.6,29,0
07-29-2019,23.4,20.8,28.2,0
07-30-2019,22.9,20.1,27.6,0
07-31-2019,24.2,19.8,30.4,
08-01-2019,24.7,20.5,29.9,
08-02-2019,23.6,20.5,30.4,
08-03-2019,23.8,20.4,29.3,
08-04-2019,23.8,21,28.8,
08-05-2019,22.4,20.6,27.9,2
08-06-2019,21.8,20,25.6,2.8
08-07-2019,22.1,20.3,25.4,2
08-08-2019,22,20.8,25.2,3
08-09-2019,21.8,20.3,25.7,21.1
08-10-2019,22.7,19.8,26.2,0.8
08-11-2019,23,20,28.5,0
08-12-2019,23.2,20.2,27.5,6.1
08-13-2019,23.1,20.6,27.6,19.1
08-14-2019,22.8,20.7,27.4,0.3
08-15-2019,23.2,20.5,28.4,9.1
08-16-2019,23.1,20.8,29.2,0
08-17-2019,22.2,20,28.6,3
08-18-2019,21.7,20.6,24.8,24.1
08-19-2019,23.5,20.3,28.8,11.7
08-20-2019,22.8,20.1,29,17.5
08-21-2019,23.2,20.8,27.4,16.5
08-22-2019,22.7,20.8,27.3,0
08-23-2019,22.7,20.3,27.5,5.3
08-24-2019,22.7,20,27.6,1.5
08-25-2019,23,20,28.4,0
08-26-2019,23,20,28.3,0
08-27-2019,23.9,20.4,29.4,0.3
08-28-2019,23.7,20,29,0
08-29-2019,24.1,20.6,29.3,0
08-30-2019,24.3,20.6,29,0
08-31-2019,23,20.4,28.7,0
09-01-2019,23,20.1,26.4,0
09-02-2019,22.3,20.3,26.8,0.5
09-03-2019,22.2,20.1,26.4,13
09-04-2019,22.2,20.3,26.4,4.6
09-05-2019,22.6,20.4,27.8,0
09-06-2019,22.8,20.4,27.4,0.5
09-07-2019,23.2,20.4,27.3,2.3
09-08-2019,23.6,20.8,27.8,0.3
09-09-2019,24.1,21,27.5,0.3
09-10-2019,24.2,20.6,27.9,0
09-11-2019,24.1,21.3,28,
09-12-2019,24,21,29.6,0
09-13-2019,24.7,21,29.8,0.5
09-14-2019,25.1,21.2,30.2,0
09-15-2019,24.8,21.3,30.7,0
09-16-2019,23.2,20.2,29.5,0.3
09-17-2019,23.2,20.2,28.8,30.7
09-18-2019,23.9,21.6,27.8,0.5
09-19-2019,24.2,21.2,27.8,0.3
09-20-2019,24.2,20.6,29,1.8
09-21-2019,25.2,21.2,29.8,0
09-22-2019,23.2,21.2,30.8,7.9
09-23-2019,23.7,20.6,28.8,13
09-24-2019,23.5,19.7,28.7,29.7
09-25-2019,23.2,20.8,28.8,23.6
09-26-2019,23.9,20.2,28,1.8
09-27-2019,23.9,21,29.8,0
09-28-2019,24.7,21.1,29.1,6.1
09-29-2019,24.7,21.1,30,0
09-30-2019,25.2,21.4,30.2,
10-01-2019,23.5,21.4,30.3,
10-02-2019,23.8,18.6,29.1,22.1
10-03-2019,23.5,19.2,30.4,7.9
10-04-2019,23,19.6,28.3,2.3
10-05-2019,23.5,19.9,29.4,8.6
10-06-2019,24.3,20.6,28.7,0.5
10-07-2019,24.1,21.3,29.6,0
10-08-2019,23.3,19.2,29.2,0
10-09-2019,24.3,19.3,30.1,5.6
10-10-2019,24.7,20.7,30,0
10-11-2019,24.4,21.8,30,0
10-12-2019,25,21.5,29.6,0.5
10-13-2019,24.9,21.5,29.8,0
10-14-2019,26.7,21.6,29.6,0
10-15-2019,24.7,21.6,30.7,0
10-16-2019,24.5,21.2,30,0
10-17-2019,22.4,20.8,28.4,0
10-18-2019,23,20.2,26.8,3.8
10-19-2019,23.4,20.2,27.6,8.9
10-20-2019,23.3,21,27.9,0
10-21-2019,22.2,20.6,28.6,7.9
10-22-2019,21.4,20.3,27.1,38.9
10-23-2019,22.8,19.8,28,13.2
10-24-2019,22.5,20,27.6,0
10-25-2019,21.5,19.6,26.7,0
10-26-2019,22.4,19,27,6.1
10-27-2019,22.3,19.4,27.8,3
10-28-2019,23.1,19.4,27.4,37.1
10-29-2019,22,20,27.6,0
10-30-2019,21.4,19.7,25.3,4.6
10-31-2019,22.5,19.7,25.6,6.9
11-01-2019,23.8,18,28.8,0.3
11-02-2019,24.2,21,29.4,0
11-03-2019,24.4,20.5,29.5,
11-04-2019,24,19.2,29.8,
11-05-2019,24.1,18.2,30.8,
11-06-2019,24.1,19.2,30.4,
11-07-2019,24.7,19.6,30.9,
11-08-2019,24.4,18.8,29.4,3
11-09-2019,24.3,20.3,29.2,0
11-10-2019,24.6,20.4,29.9,49.5
11-11-2019,23.8,19.7,29.8,0
11-12-2019,23.1,18.8,28.6,
11-13-2019,22.9,18.5,28,
11-14-2019,22.3,18.8,28.8,
11-15-2019,22.7,19.6,26.8,2.8
11-16-2019,23.5,20.4,26.2,0.5
11-17-2019,24,19.5,29.2,0
11-18-2019,23.8,20,29.6,
11-19-2019,23.6,19.8,29.4,0
11-20-2019,22.3,19.8,29.8,
11-21-2019,22.4,20.4,27.6,2.5
11-22-2019,22.3,19.2,25.6,0
11-23-2019,23.2,17.3,28,0
